Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;Rating
360-71-4605;B;Mandalay;Normal;Female;Home and lifestyle;403;2;403;8463;1/21/2019;15:30:00;Ewallet;44
341-85-5789;C;Naypyitaw;Member;Male;Electronic accessories;8604;5;2151;45171;1/21/2019;11:24:00;Ewallet;48
233-16-6619;B;Mandalay;Normal;Male;Health and beauty;8798;3;13197;277137;1/21/2019;10:40:00;Ewallet;51
666-48-8204;B;Mandalay;Normal;Male;Home and lifestyle;332;2;332;6972;1/21/2019;12:20:00;Credit card;44
549-59-1353;A;Yangon;Normal;Male;Electronic accessories;3456;5;864;18144;1/21/2019;11:15:00;Ewallet;99
297-03-5010;A;Yangon;Member;Male;Sports and travel;8863;3;132945;2791845;1/21/2019;17:36:00;Ewallet;6
629-29-6775;A;Yangon;Member;Female;Home and lifestyle;5259;8;21036;441756;1/21/2019;19:20:00;Credit card;85
139-17-4241;B;Mandalay;Normal;Male;Fashion accessories;3352;1;1676;35196;1/21/2019;15:31:00;Cash;67
165-94-9061;A;Yangon;Normal;Female;Fashion accessories;8767;2;8767;184107;1/21/2019;12:17:00;Credit card;77
8108-62-7243;B;Mandalay;Normal;Female;Food and beverages;8836;5;2209;46389;1/21/2019;19:48:00;Cash;96
861-79-8483;A;Yangon;Normal;Male;Health and beauty;2489;9;112005;2352105;1/21/2019;15:36:00;Cash;74
1109-71-6266;B;Mandalay;Normal;Male;Fashion accessories;9413;5;235325;4941825;1/21/2019;19:39:00;Credit card;48
690-49-2076;B;Mandalay;Member;Male;Sports and travel;7807;9;351315;7377615;1/21/2019;12:43:00;Cash;45
535-11-5460;B;Mandalay;Normal;Male;Sports and travel;8378;8;33512;703752;1/22/2019;14:49:00;Cash;51
153-56-6882;A;Yangon;Normal;Male;Health and beauty;9658;2;9658;202818;1/22/2019;10:12:00;Credit card;51
222-16-2483;C;Naypyitaw;Member;Female;Food and beverages;9942;4;19884;417564;1/22/2019;10:42:00;Ewallet;75
169-29-8530;C;Naypyitaw;Member;Female;Sports and travel;6812;1;3406;71526;1/22/2019;12:28:00;Ewallet;68
2102-65-1806;A;Yangon;Member;Male;Sports and travel;6262;5;15655;328755;1/22/2019;19:15:00;Ewallet;7
393-73-7901;A;Yangon;Normal;Female;Electronic accessories;6088;9;27396;575316;1/22/2019;17:17:00;Ewallet;47
797-82-7220;C;Naypyitaw;Normal;Female;Health and beauty;5492;8;21968;461328;1/22/2019;13:24:00;Ewallet;76
220-35-5823;B;Mandalay;Member;Male;Home and lifestyle;3012;8;12048;253008;1/22/2019;13:01:00;Cash;77
534-53-8700;B;Mandalay;Member;Female;Home and lifestyle;8672;1;4336;91056;1/22/2019;18:45:00;Ewallet;79
374-25-5821;C;Naypyitaw;Member;Male;Home and lifestyle;5611;2;5611;117831;1/22/2019;10:11:00;Cash;63
298-96-1411;B;Mandalay;Member;Female;Sports and travel;6912;6;20736;435456;1/22/2019;13:03:00;Cash;56
637-15-4209;C;Naypyitaw;Member;Female;Food and beverages;987;8;3948;82908;1/22/2019;20:39:00;Cash;76
152-32-9879;C;Naypyitaw;Member;Male;Health and beauty;1537;2;1537;32277;1/22/2019;19:47:00;Cash;72
3100-41-7321;B;Mandalay;Member;Female;Electronic accessories;9396;4;18792;394632;1/22/2019;18:00:00;Cash;95
7107-46-3608;B;Mandalay;Member;Male;Health and beauty;5669;9;255105;5357205;1/23/2019;17:24:00;Credit card;84
679-54-1719;B;Mandalay;Member;Female;Food and beverages;2001;9;90045;1890945;1/23/2019;15:47:00;Ewallet;41
5114-22-5561;B;Mandalay;Member;Male;Electronic accessories;1893;6;5679;119259;1/23/2019;12:45:00;Credit card;81
386-78-5178;C;Naypyitaw;Member;Female;Fashion accessories;8263;10;41315;867615;1/23/2019;17:08:00;Ewallet;79
162-48-8012;C;Naypyitaw;Member;Male;Food and beverages;914;7;3199;67179;1/23/2019;10:19:00;Cash;95
656-24-2851;A;Yangon;Member;Female;Food and beverages;4459;5;111475;2340975;1/23/2019;15:10:00;Cash;85
728-71-5554;B;Mandalay;Member;Female;Fashion accessories;1787;4;3574;75054;1/23/2019;14:42:00;Ewallet;65
232-55-6721;C;Naypyitaw;Member;Male;Fashion accessories;1543;1;7715;162015;1/23/2019;15:46:00;Credit card;61
399-46-5912;B;Mandalay;Normal;Male;Home and lifestyle;1616;2;1616;33936;1/23/2019;11:49:00;Ewallet;65
136-35-6779;C;Naypyitaw;Normal;Female;Electronic accessories;8598;8;34392;722232;1/23/2019;19:01:00;Cash;82
695-40-6220;A;Yangon;Member;Male;Home and lifestyle;4434;2;4434;93114;1/23/2019;11:26:00;Cash;58
8117-48-8732;A;Yangon;Normal;Male;Health and beauty;896;8;3584;75264;1/23/2019;11:28:00;Ewallet;66
170-06-4233;A;Yangon;Member;Female;Home and lifestyle;7235;10;36175;759675;1/23/2019;15:55:00;Cash;54
245-68-5083;C;Naypyitaw;Normal;Male;Electronic accessories;3061;6;9183;192843;1/23/2019;20:36:00;Cash;93
873-83-5989;C;Naypyitaw;Member;Female;Sports and travel;2474;3;3711;77931;1/23/2019;17:47:00;Credit card;10
3107-34-2234;C;Naypyitaw;Normal;Male;Home and lifestyle;5573;6;16719;351099;1/23/2019;10:55:00;Ewallet;7
1119-75-8169;B;Mandalay;Member;Female;Sports and travel;5507;9;247815;5204115;1/23/2019;13:40:00;Ewallet;10
853-23-2452;A;Yangon;Member;Male;Sports and travel;1581;10;7905;166005;1/23/2019;12:27:00;Credit card;86
8117-22-3308;B;Mandalay;Member;Male;Health and beauty;7574;4;15148;318108;1/23/2019;14:35:00;Cash;76
838-78-4292;A;Yangon;Member;Male;Health and beauty;1587;10;7935;166635;1/23/2019;16:40:00;Cash;58
179-28-2512;C;Naypyitaw;Normal;Female;Health and beauty;3347;2;3347;70287;1/23/2019;15:43:00;Ewallet;67
2112-11-3025;B;Mandalay;Member;Female;Fashion accessories;9761;6;29283;614943;1/23/2019;15:01:00;Ewallet;99
322-03-4532;A;Yangon;Normal;Male;Sports and travel;7877;10;39385;827085;1/23/2019;10:04:00;Cash;64
3113-65-2792;A;Yangon;Member;Female;Health and beauty;1833;1;9165;192465;1/23/2019;18:50:00;Cash;43
7116-12-2025;C;Naypyitaw;Normal;Male;Food and beverages;8948;10;4474;93954;1/23/2019;12:46:00;Credit card;96
540-95-6347;C;Naypyitaw;Normal;Male;Fashion accessories;6212;10;3106;65226;1/23/2019;16:19:00;Cash;59
871-35-6630;B;Mandalay;Member;Female;Food and beverages;4852;3;7278;152838;1/23/2019;18:17:00;Ewallet;4
2107-21-9091;C;Naypyitaw;Normal;Female;Electronic accessories;7591;6;22773;478233;1/23/2019;18:21:00;Cash;87
7112-94-0499;A;Yangon;Normal;Male;Home and lifestyle;7467;9;336015;7056315;1/23/2019;10:55:00;Ewallet;94
2103-10-3913;C;Naypyitaw;Normal;Female;Electronic accessories;4165;10;20825;437325;1/23/2019;17:04:00;Credit card;54
3101-20-0914;C;Naypyitaw;Member;Male;Fashion accessories;4904;9;22068;463428;1/23/2019;14:20:00;Credit card;86
8119-49-1914;A;Yangon;Member;Female;Fashion accessories;2001;9;90045;1890945;1/23/2019;15:48:00;Credit card;57
766-01-7507;C;Naypyitaw;Member;Female;Food and beverages;7831;10;39155;822255;1/23/2019;16:24:00;Ewallet;66
870-72-4432;C;Naypyitaw;Normal;Female;Health and beauty;2038;5;5095;106995;1/23/2019;18:56:00;Cash;6
847-38-7182;C;Naypyitaw;Normal;Female;Health and beauty;9919;6;29757;624897;1/24/2019;14:42:00;Credit card;55
490-63-2856;B;Mandalay;Normal;Female;Food and beverages;9668;3;14502;304542;1/24/2019;19:56:00;Ewallet;64
757-56-0757;C;Naypyitaw;Normal;Male;Food and beverages;1925;8;77;1617;1/24/2019;18:37:00;Ewallet;66
360-39-5052;C;Naypyitaw;Member;Female;Food and beverages;8036;4;16072;337512;1/24/2019;18:45:00;Credit card;83
780-50-9884;C;Naypyitaw;Member;Male;Sports and travel;4891;5;122275;2567775;1/24/2019;10:17:00;Cash;66
362-58-8312;C;Naypyitaw;Normal;Female;Sports and travel;8306;7;29071;610491;1/24/2019;14:31:00;Ewallet;4
683-44-8566;C;Naypyitaw;Normal;Male;Fashion accessories;7652;5;1913;40173;1/24/2019;10:23:00;Cash;99
524-35-8843;A;Yangon;Member;Male;Food and beverages;4938;7;17283;362943;1/24/2019;20:35:00;Credit card;73
378-68-5053;A;Yangon;Normal;Male;Sports and travel;4247;1;21235;445935;1/24/2019;16:57:00;Cash;57
555-80-5980;B;Mandalay;Normal;Female;Health and beauty;7699;6;23097;485037;1/24/2019;17:55:00;Cash;61
2115-32-0908;C;Naypyitaw;Member;Female;Home and lifestyle;4738;4;9476;198996;1/24/2019;10:25:00;Cash;71
883-51-0671;C;Naypyitaw;Normal;Female;Sports and travel;4486;10;2243;47103;1/24/2019;19:54:00;Ewallet;82
1102-08-9985;A;Yangon;Member;Female;Sports and travel;2198;7;7693;161553;1/24/2019;16:42:00;Ewallet;51
522-91-0811;B;Mandalay;Member;Male;Health and beauty;6436;9;28962;608202;1/24/2019;12:09:00;Credit card;86
524-34-4444;C;Naypyitaw;Normal;Male;Health and beauty;8975;1;44875;942375;1/24/2019;20:05:00;Credit card;66
7116-85-7061;A;Yangon;Normal;Male;Electronic accessories;9716;1;4858;102018;1/24/2019;20:38:00;Ewallet;72
871-39-9222;B;Mandalay;Normal;Male;Health and beauty;8787;10;43935;922635;1/24/2019;10:25:00;Ewallet;51
845-92-6136;C;Naypyitaw;Normal;Female;Electronic accessories;1245;6;3735;78435;1/24/2019;13:11:00;Cash;41
773-01-9107;A;Yangon;Normal;Male;Food and beverages;5275;3;79125;1661625;1/24/2019;10:16:00;Ewallet;93
123-56-7055;B;Mandalay;Normal;Male;Home and lifestyle;827;6;2481;52101;1/24/2019;18:14:00;Cash;74
1109-98-2939;C;Naypyitaw;Member;Male;Fashion accessories;4871;1;24355;511455;1/24/2019;19:20:00;Cash;41
5101-21-3069;C;Naypyitaw;Normal;Male;Fashion accessories;7855;9;353475;7422975;1/24/2019;13:22:00;Cash;72
272-62-1842;C;Naypyitaw;Normal;Female;Electronic accessories;2307;9;103815;2180115;1/24/2019;11:27:00;Cash;49
786-39-1409;A;Yangon;Normal;Male;Food and beverages;5826;6;17478;367038;1/24/2019;16:44:00;Cash;99
7114-48-3927;B;Mandalay;Normal;Male;Health and beauty;3035;7;106225;2230725;1/24/2019;18:19:00;Cash;8
678-34-3388;A;Yangon;Member;Male;Electronic accessories;8867;10;44335;931035;1/24/2019;14:50:00;Ewallet;73
670-74-5166;C;Naypyitaw;Normal;Male;Fashion accessories;2738;6;8214;172494;1/25/2019;20:54:00;Credit card;79
5108-01-7461;A;Yangon;Normal;Male;Sports and travel;6213;6;18639;391419;1/25/2019;20:19:00;Cash;74
8111-77-0145;C;Naypyitaw;Normal;Female;Food and beverages;3398;9;15291;321111;1/25/2019;10:43:00;Cash;42
439-26-8945;C;Naypyitaw;Member;Male;Electronic accessories;8197;10;40985;860685;1/25/2019;14:30:00;Cash;92
240-67-5886;B;Mandalay;Member;Female;Sports and travel;1649;2;1649;34629;1/25/2019;11:32:00;Ewallet;46
287-78-1148;C;Naypyitaw;Member;Female;Health and beauty;9821;3;147315;3093615;1/25/2019;10:41:00;Credit card;78
6105-44-1170;B;Mandalay;Normal;Female;Fashion accessories;7284;7;25494;535374;1/25/2019;12:44:00;Cash;84
2107-01-6122;A;Yangon;Member;Male;Home and lifestyle;5807;9;261315;5487615;1/25/2019;20:07:00;Ewallet;43
245-98-1496;C;Naypyitaw;Member;Female;Home and lifestyle;8079;9;363555;7634655;1/25/2019;20:31:00;Credit card;95
261-32-1427;C;Naypyitaw;Normal;Female;Fashion accessories;2702;3;4053;85113;1/25/2019;13:01:00;Credit card;71
629-65-8956;B;Mandalay;Member;Male;Fashion accessories;2194;5;5485;115185;1/25/2019;12:29:00;Ewallet;53
6112-32-2990;B;Mandalay;Member;Male;Fashion accessories;5136;1;2568;53928;1/25/2019;15:26:00;Ewallet;52
338-24-2715;A;Yangon;Normal;Female;Food and beverages;1096;10;548;11508;1/25/2019;20:48:00;Ewallet;6
698-60-7125;B;Mandalay;Normal;Male;Home and lifestyle;5344;2;5344;112224;1/25/2019;20:38:00;Ewallet;41
689-36-1684;A;Yangon;Normal;Female;Electronic accessories;9956;8;39824;836304;1/25/2019;17:03:00;Credit card;52
2109-22-9386;C;Naypyitaw;Member;Male;Sports and travel;5712;7;19992;419832;1/25/2019;12:02:00;Credit card;65
396-78-2147;B;Mandalay;Member;Male;Sports and travel;9996;9;44982;944622;1/25/2019;17:26:00;Credit card;42
298-27-6179;C;Naypyitaw;Member;Male;Home and lifestyle;6391;8;25564;536844;1/25/2019;19:52:00;Credit card;46
688-90-8900;B;Mandalay;Member;Female;Fashion accessories;5647;8;22588;474348;1/25/2019;14:57:00;Ewallet;73
860-54-3162;A;Yangon;Normal;Female;Home and lifestyle;9369;7;327915;6886215;1/25/2019;18:44:00;Credit card;45
1109-08-9157;A;Yangon;Normal;Female;Sports and travel;3225;5;80625;1693125;1/25/2019;13:26:00;Cash;9
693-86-9076;C;Naypyitaw;Normal;Female;Fashion accessories;3173;9;142785;2998485;1/25/2019;16:17:00;Credit card;59
5109-84-7482;C;Naypyitaw;Member;Female;Food and beverages;6854;8;27416;575736;1/25/2019;15:57:00;Ewallet;85
181-10-6171;B;Mandalay;Normal;Female;Sports and travel;9028;9;40626;853146;1/25/2019;11:15:00;Ewallet;72
872-70-5316;B;Mandalay;Normal;Female;Fashion accessories;3962;7;13867;291207;1/25/2019;13:18:00;Cash;75
655-51-0018;A;Yangon;Member;Female;Sports and travel;9213;6;27639;580419;1/25/2019;20:34:00;Cash;83
570-83-4591;B;Mandalay;Normal;Female;Sports and travel;3484;4;6968;146328;1/25/2019;18:36:00;Cash;74
473-71-1164;B;Mandalay;Member;Male;Electronic accessories;8745;6;26235;550935;1/25/2019;14:40:00;Credit card;88
547-78-7908;C;Naypyitaw;Normal;Female;Health and beauty;813;6;2439;51219;1/25/2019;16:43:00;Ewallet;53
760-81-1757;C;Naypyitaw;Normal;Male;Fashion accessories;9022;3;13533;284193;1/25/2019;19:39:00;Cash;62
374-39-5160;A;Yangon;Normal;Female;Electronic accessories;2631;5;65775;1381275;1/25/2019;20:59:00;Credit card;88
2111-72-9525;A;Yangon;Member;Female;Home and lifestyle;3442;6;10326;216846;1/25/2019;15:39:00;Cash;98
595-30-8091;B;Mandalay;Normal;Male;Sports and travel;5191;10;25955;545055;1/25/2019;12:21:00;Cash;82
7111-81-9469;A;Yangon;Normal;Male;Sports and travel;725;8;29;609;1/25/2019;19:25:00;Ewallet;92
2110-17-4359;C;Naypyitaw;Member;Female;Sports and travel;898;10;449;9429;1/26/2019;13:00:00;Credit card;54
3118-65-2210;C;Naypyitaw;Member;Male;Health and beauty;905;10;4525;95025;1/26/2019;13:48:00;Cash;81
428-25-4221;C;Naypyitaw;Member;Female;Health and beauty;686;10;343;7203;1/26/2019;19:57:00;Cash;91
279-10-7476;C;Naypyitaw;Member;Female;Food and beverages;3041;1;15205;319305;1/26/2019;10:36:00;Credit card;84
478-41-1477;A;Yangon;Normal;Female;Home and lifestyle;7795;6;23385;491085;1/26/2019;16:37:00;Ewallet;8
6115-64-1609;C;Naypyitaw;Normal;Female;Health and beauty;4626;6;13878;291438;1/26/2019;17:11:00;Credit card;95
558-90-5112;A;Yangon;Member;Female;Fashion accessories;3014;10;1507;31647;1/26/2019;12:28:00;Ewallet;92
292-47-2794;C;Naypyitaw;Normal;Male;Health and beauty;6614;4;13228;277788;1/26/2019;12:46:00;Credit card;56
298-49-0436;B;Mandalay;Member;Male;Home and lifestyle;7186;8;28744;603624;1/26/2019;15:07:00;Credit card;62
658-96-3517;A;Yangon;Normal;Male;Health and beauty;3246;8;12984;272664;1/26/2019;13:48:00;Credit card;49
584-86-7252;B;Mandalay;Member;Female;Fashion accessories;9154;4;18308;384468;1/26/2019;19:20:00;Credit card;48
7106-94-0204;C;Naypyitaw;Member;Male;Sports and travel;3456;7;12096;254016;1/26/2019;16:07:00;Credit card;73
274-17-6927;A;Yangon;Normal;Male;Fashion accessories;8324;9;37458;786618;1/26/2019;11:56:00;Credit card;74
490-89-4171;C;Naypyitaw;Normal;Female;Food and beverages;1648;6;4944;103824;1/26/2019;18:23:00;Ewallet;99
762-95-9291;C;Naypyitaw;Normal;Female;Sports and travel;8097;8;32388;680148;1/26/2019;13:05:00;Cash;93
229-74-2924;A;Yangon;Member;Male;Food and beverages;9229;5;230725;4845225;1/26/2019;15:55:00;Credit card;9
367-85-2293;B;Mandalay;Member;Male;Electronic accessories;7217;1;36085;757785;1/26/2019;19:40:00;Cash;61
7103-04-1105;B;Mandalay;Normal;Male;Home and lifestyle;5028;5;1257;26397;1/26/2019;13:58:00;Ewallet;97
473-57-2993;B;Mandalay;Member;Male;Health and beauty;9722;9;43749;918729;1/26/2019;14:43:00;Ewallet;6
894-41-5202;B;Mandalay;Normal;Male;Sports and travel;9339;6;28017;588357;1/26/2019;19:18:00;Ewallet;10
225-28-0149;C;Naypyitaw;Normal;Female;Food and beverages;4318;8;17272;362712;1/26/2019;19:39:00;Credit card;83
181-17-6199;A;Yangon;Normal;Male;Sports and travel;6369;1;31845;668745;1/26/2019;16:21:00;Cash;6
433-80-0988;A;Yangon;Normal;Male;Food and beverages;4579;7;160265;3365565;1/26/2019;19:44:00;Credit card;7
5118-46-9322;C;Naypyitaw;Normal;Male;Sports and travel;764;2;764;16044;1/26/2019;19:42:00;Ewallet;65
595-02-0892;B;Mandalay;Normal;Male;Food and beverages;399;10;1995;41895;1/26/2019;15:24:00;Credit card;59
2114-65-2137;B;Mandalay;Member;Male;Health and beauty;4257;8;17028;357588;1/26/2019;14:12:00;Ewallet;56
6117-47-8271;C;Naypyitaw;Normal;Male;Home and lifestyle;9558;10;4779;100359;1/26/2019;13:32:00;Cash;48
776-32-9050;A;Yangon;Normal;Male;Fashion accessories;9898;10;4949;103929;1/26/2019;16:20:00;Credit card;87
185-31-1824;A;Yangon;Normal;Male;Food and beverages;5128;6;15384;323064;1/26/2019;16:31:00;Cash;65
269-42-3782;A;Yangon;Member;Male;Sports and travel;6952;7;24332;510972;1/26/2019;15:10:00;Credit card;85
366-55-4634;A;Yangon;Normal;Male;Health and beauty;7001;5;175025;3675525;1/26/2019;11:36:00;Ewallet;55
793-33-4967;B;Mandalay;Member;Male;Food and beverages;8005;5;200125;4202625;1/26/2019;12:45:00;Credit card;94
678-27-6295;C;Naypyitaw;Normal;Male;Electronic accessories;2085;8;834;17514;1/26/2019;19:17:00;Cash;63
494-12-7047;B;Mandalay;Member;Male;Electronic accessories;5289;6;15867;333207;1/26/2019;17:34:00;Credit card;98
8107-26-2100;B;Mandalay;Normal;Male;Food and beverages;1979;8;7916;166236;1/27/2019;12:04:00;Ewallet;87
195-54-2529;A;Yangon;Member;Male;Home and lifestyle;3384;9;15228;319788;1/27/2019;16:21:00;Ewallet;88
189-52-2867;A;Yangon;Member;Male;Food and beverages;2217;8;8868;186228;1/27/2019;17:01:00;Credit card;96
477-63-8975;C;Naypyitaw;Normal;Female;Fashion accessories;2251;7;78785;1654485;1/27/2019;10:50:00;Credit card;48
342-65-4812;A;Yangon;Normal;Male;Food and beverages;7388;6;22164;465444;1/27/2019;19:16:00;Ewallet;44
180-98-8941;C;Naypyitaw;Member;Male;Health and beauty;868;3;1302;27342;1/27/2019;16:47:00;Ewallet;99
494-83-9547;C;Naypyitaw;Normal;Male;Fashion accessories;6426;7;22491;472311;1/27/2019;10:00:00;Cash;57
8111-28-6367;C;Naypyitaw;Member;Male;Food and beverages;3847;8;15388;323148;1/27/2019;11:51:00;Cash;77
894-88-3614;A;Yangon;Member;Male;Sports and travel;155;10;775;16275;1/27/2019;10:55:00;Ewallet;8
586-25-0842;C;Naypyitaw;Normal;Male;Health and beauty;3431;8;13724;288204;1/27/2019;15:00:00;Ewallet;57
845-66-0685;A;Yangon;Normal;Female;Sports and travel;1234;7;4319;90699;1/27/2019;11:19:00;Credit card;67
395-14-0245;B;Mandalay;Member;Male;Food and beverages;1808;3;2712;56952;1/27/2019;19:46:00;Ewallet;8
752-04-5373;B;Mandalay;Member;Female;Home and lifestyle;9449;8;37796;793716;1/27/2019;19:00:00;Ewallet;75
420-60-7251;B;Mandalay;Member;Male;Home and lifestyle;4647;4;9294;195174;1/27/2019;10:53:00;Cash;7
553-65-1552;A;Yangon;Normal;Male;Home and lifestyle;7407;1;37035;777735;1/27/2019;12:50:00;Ewallet;99
244-34-9626;C;Naypyitaw;Normal;Female;Home and lifestyle;6981;4;13962;293202;1/27/2019;20:50:00;Credit card;59
437-58-8132;B;Mandalay;Normal;Female;Home and lifestyle;7704;3;11556;242676;1/27/2019;10:39:00;Credit card;72
2106-43-6208;B;Mandalay;Normal;Female;Fashion accessories;7352;2;7352;154392;1/27/2019;13:41:00;Ewallet;46
651-43-2399;C;Naypyitaw;Normal;Female;Food and beverages;878;9;3951;82971;1/27/2019;19:08:00;Cash;92
861-07-6050;B;Mandalay;Normal;Male;Home and lifestyle;2555;4;511;10731;1/27/2019;20:23:00;Ewallet;57
526-86-3144;A;Yangon;Normal;Male;Electronic accessories;3271;5;81775;1717275;1/27/2019;11:30:00;Credit card;99
838-24-9445;C;Naypyitaw;Member;Female;Fashion accessories;7429;1;37145;780045;1/27/2019;19:30:00;Cash;5
826-22-8149;C;Naypyitaw;Member;Male;Health and beauty;437;2;437;9177;1/27/2019;18:03:00;Cash;49
659-01-4164;A;Yangon;Normal;Female;Home and lifestyle;2529;1;12645;265545;1/27/2019;10:13:00;Ewallet;61
460-11-4919;C;Naypyitaw;Normal;Male;Health and beauty;415;4;83;1743;1/27/2019;19:58:00;Credit card;82
676-80-4905;C;Naypyitaw;Member;Female;Food and beverages;7139;5;178475;3747975;1/27/2019;19:57:00;Credit card;55
552-41-0513;C;Naypyitaw;Member;Female;Sports and travel;1915;6;5745;120645;1/27/2019;10:01:00;Credit card;68
486-39-2418;B;Mandalay;Member;Female;Electronic accessories;5749;4;11498;241458;1/28/2019;11:57:00;Cash;66
8115-46-5808;C;Naypyitaw;Normal;Male;Electronic accessories;6141;7;214935;4513635;1/28/2019;10:02:00;Cash;98
364-43-4238;B;Mandalay;Member;Male;Health and beauty;259;10;1295;27195;1/28/2019;14:51:00;Ewallet;87
7109-24-1565;B;Mandalay;Member;Male;Home and lifestyle;1777;5;44425;932925;1/28/2019;12:42:00;Credit card;54
6102-51-8681;A;Yangon;Normal;Female;Health and beauty;2303;9;103635;2176335;1/28/2019;12:02:00;Ewallet;79
2113-87-5680;C;Naypyitaw;Member;Female;Electronic accessories;6665;9;299925;6298425;1/28/2019;18:19:00;Credit card;97
543-58-9734;C;Naypyitaw;Member;Female;Home and lifestyle;2853;10;14265;299565;1/28/2019;17:38:00;Ewallet;78
8107-69-8206;B;Mandalay;Normal;Female;Fashion accessories;3037;3;45555;956655;1/28/2019;13:41:00;Ewallet;51
8108-02-0338;B;Mandalay;Normal;Female;Electronic accessories;9973;9;448785;9424485;1/28/2019;19:42:00;Credit card;65
6107-11-0152;A;Yangon;Normal;Male;Electronic accessories;2623;9;118035;2478735;1/28/2019;20:24:00;Ewallet;59
162-63-6033;C;Naypyitaw;Normal;Female;Food and beverages;9326;9;41967;881307;1/28/2019;18:08:00;Cash;88
646-16-1063;B;Mandalay;Normal;Male;Home and lifestyle;9236;5;2309;48489;1/28/2019;19:17:00;Ewallet;49
881-58-8335;B;Mandalay;Normal;Male;Sports and travel;4642;3;6963;146223;1/28/2019;13:24:00;Credit card;44
822-43-8934;B;Mandalay;Member;Female;Sports and travel;2961;7;103635;2176335;1/28/2019;15:53:00;Cash;65
510-30-5617;A;Yangon;Normal;Male;Home and lifestyle;1828;1;914;19194;1/28/2019;15:05:00;Credit card;83
510-30-5618;B;Mandalay;Normal;Female;Sports and travel;2477;5;61925;1300425;1/28/2019;18:27:00;Cash;85
510-30-5619;A;Yangon;Member;Female;Electronic accessories;9464;3;14196;298116;1/28/2019;16:55:00;Cash;55
510-30-5620;B;Mandalay;Normal;Male;Fashion accessories;9487;8;37948;796908;1/28/2019;12:58:00;Ewallet;87
510-30-5621;B;Mandalay;Normal;Female;Food and beverages;5734;3;8601;180621;1/28/2019;18:59:00;Credit card;79
510-30-5622;B;Mandalay;Normal;Male;Electronic accessories;4535;6;13605;285705;1/28/2019;13:44:00;Ewallet;61
510-30-5623;B;Mandalay;Normal;Male;Food and beverages;6208;7;21728;456288;1/28/2019;13:46:00;Ewallet;54
510-30-5624;C;Naypyitaw;Normal;Male;Electronic accessories;1181;5;29525;620025;1/28/2019;18:06:00;Cash;94
510-30-5625;C;Naypyitaw;Member;Female;Fashion accessories;1254;1;627;13167;1/28/2019;12:38:00;Cash;82
316-90-2219;A;Yangon;Normal;Male;Food and beverages;4325;2;4325;90825;1/28/2019;15:56:00;Cash;62
216-01-5402;C;Naypyitaw;Member;Female;Sports and travel;8716;2;8716;183036;1/28/2019;14:29:00;Credit card;97
612-20-1945;B;Mandalay;Member;Male;Health and beauty;6937;9;312165;6555465;1/28/2019;19:14:00;Ewallet;4
312-94-8041;C;Naypyitaw;Member;Male;Electronic accessories;3706;4;7412;155652;1/28/2019;16:24:00;Ewallet;97
513-91-7120;B;Mandalay;Member;Female;Electronic accessories;907;6;2721;57141;1/28/2019;10:52:00;Cash;53
516-71-1091;A;Yangon;Normal;Female;Home and lifestyle;6342;8;25368;532728;1/29/2019;12:55:00;Ewallet;74
310-49-6392;B;Mandalay;Normal;Female;Fashion accessories;8137;2;8137;170877;1/29/2019;19:28:00;Cash;65
617-23-5919;B;Mandalay;Member;Female;Electronic accessories;1059;3;15885;333585;1/29/2019;13:52:00;Credit card;87
818-52-7573;B;Mandalay;Normal;Female;Health and beauty;8409;9;378405;7946505;1/29/2019;10:54:00;Cash;8
113-58-4872;B;Mandalay;Member;Male;Fashion accessories;7382;4;14764;310044;1/29/2019;18:31:00;Cash;67
612-72-2873;A;Yangon;Member;Male;Health and beauty;5194;10;2597;54537;1/29/2019;18:24:00;Ewallet;65
515-88-7307;A;Yangon;Normal;Female;Sports and travel;9314;2;9314;195594;1/29/2019;18:09:00;Ewallet;41
511-89-9860;C;Naypyitaw;Normal;Male;Health and beauty;1741;5;43525;914025;1/29/2019;15:16:00;Credit card;49
611-61-0874;C;Naypyitaw;Member;Female;Fashion accessories;4422;5;11055;232155;1/29/2019;17:07:00;Credit card;86
517-03-7455;B;Mandalay;Member;Female;Electronic accessories;1322;5;3305;69405;1/29/2019;19:26:00;Cash;43
216-08-8343;A;Yangon;Normal;Male;Fashion accessories;8969;1;44845;941745;1/29/2019;11:20:00;Ewallet;49
710-57-9686;A;Yangon;Normal;Male;Food and beverages;2494;9;11223;235683;1/29/2019;16:49:00;Credit card;56
710-22-2500;A;Yangon;Normal;Male;Health and beauty;5977;2;5977;125517;1/29/2019;12:01:00;Credit card;58
217-73-1380;C;Naypyitaw;Member;Male;Fashion accessories;932;2;932;19572;1/29/2019;18:37:00;Credit card;6
314-30-3170;A;Yangon;Member;Male;Home and lifestyle;6265;4;1253;26313;1/29/2019;11:25:00;Cash;42
717-54-1907;B;Mandalay;Normal;Male;Home and lifestyle;9387;8;37548;788508;1/29/2019;18:42:00;Credit card;83
719-46-7422;A;Yangon;Member;Male;Home and lifestyle;4759;8;19036;399756;1/29/2019;14:47:00;Cash;57
310-32-8842;B;Mandalay;Member;Female;Electronic accessories;814;3;1221;25641;1/29/2019;19:43:00;Cash;48
417-53-3084;A;Yangon;Member;Male;Fashion accessories;1794;5;4485;94185;1/29/2019;14:04:00;Ewallet;68
